,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-323-049-1026,1027 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1027,1027 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,982.89",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,710.58",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,741.24"
0,16-07-323-049-1028,1027 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1029,1027 202  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1030,1027 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1031,1027 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,982.89",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,901.88",2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-049-1032,1029 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,929.32",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $2,912.42"
0,16-07-323-049-1033,1029 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1034,1029 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-049-1035,1029 2B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1036,1029 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1037,1029 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $3,279.64",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $3,150.06",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $3,145.88"
0,16-07-323-050-1001,437 1N  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $243.82
0,16-07-323-050-1002,439 1S  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-050-1003,437 2N  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-050-1004,439 2S  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-050-1005,437 3N  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-050-1006,439 3S  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$17,588","$18,886","$1,297","$17,587","$18,884","$188,860","$188,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,94,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1001,410 101  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$636,"$10,297","$10,933",$635,"$10,296","$10,931","$109,330","$109,310",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1002,406 201  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$533,"$8,642","$9,175",$533,"$8,641","$9,174","$91,750","$91,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1003,401 103  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$681,"$11,032","$11,713",$680,"$11,032","$11,712","$117,130","$117,120",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1004,410 501  WISCONSIN AVE,OAK PARK,Oak Park,299,"14,475",40,27001,$701,"$10,481","$11,182",$701,"$10,480","$11,181","$111,820","$111,810",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1005,410 601  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$636,"$10,297","$10,933",$635,"$10,296","$10,931","$109,330","$109,310",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1006,406 102  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1007,410 202  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$658,"$10,665","$11,323",$658,"$10,664","$11,322","$113,230","$113,220",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1008,410 302  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$726,"$11,768","$12,494",$726,"$11,767","$12,493","$124,940","$124,930",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1009,410 402  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$715,"$11,584","$12,299",$714,"$11,583","$12,297","$122,990","$122,970",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1010,410 502  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-051-1011,410 602  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1012,406 103  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1013,410 203  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$658,"$10,665","$11,323",$658,"$10,664","$11,322","$113,230","$113,220",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1014,408 303  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$726,"$11,768","$12,494",$726,"$11,767","$12,493","$124,940","$124,930",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1015,408 403  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$715,"$11,584","$12,299",$714,"$11,583","$12,297","$122,990","$122,970",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-051-1016,410 503  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-051-1017,410 603  WISCONSIN AVE,OAK PARK,Oak Park,299,"13,350",40,27001,$670,"$10,848","$11,518",$669,"$10,848","$11,517","$115,180","$115,170",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,54,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-052-1001,424 1  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-052-1002,424 2  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-052-1003,424 3  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-052-1004,426 1  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-052-1005,426 2  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-052-1006,426 3  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,199","$22,753","$23,952","$1,199","$22,752","$23,951","$239,520","$239,510",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-052-1007,424 G1  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$74,"$1,407","$1,481",$74,"$1,406","$1,480","$14,810","$14,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-323-052-1008,424 G2  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$74,"$1,407","$1,481",$74,"$1,406","$1,480","$14,810","$14,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-323-052-1009,424 G3  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$74,"$1,407","$1,481",$74,"$1,406","$1,480","$14,810","$14,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-323-052-1010,424 G4  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$74,"$1,407","$1,481",$74,"$1,406","$1,480","$14,810","$14,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-323-052-1011,424 G5  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$74,"$1,407","$1,481",$74,"$1,406","$1,480","$14,810","$14,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,,,,,,,,,,,,,,,,
0,16-07-323-053-1001,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,475","$34,831","$36,306","$1,475","$34,830","$36,305","$363,060","$363,050",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-053-1002,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,513","$35,724","$37,237","$1,513","$35,724","$37,237","$372,370","$372,370",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-053-1003,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,400","$33,045","$34,445","$1,399","$33,044","$34,443","$344,450","$344,430",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-053-1004,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,437","$33,938","$35,375","$1,437","$33,937","$35,374","$353,750","$353,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-323-053-1005,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,437","$33,938","$35,375","$1,437","$33,937","$35,374","$353,750","$353,740",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-053-1006,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$38,$893,$931,$37,$893,$930,"$9,310","$9,300",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-053-1007,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$76,"$1,786","$1,862",$75,"$1,786","$1,861","$18,620","$18,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-053-1008,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$38,$893,$931,$37,$893,$930,"$9,310","$9,300",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-053-1009,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$76,"$1,786","$1,862",$75,"$1,786","$1,861","$18,620","$18,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-053-1010,414 A-E  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$76,"$1,786","$1,862",$75,"$1,786","$1,861","$18,620","$18,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,19,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-054-0000,1046  SUSAN COLLIN LN,OAK PARK,Oak Park,295,"1,973",40,27001,"$3,157","$26,396","$29,553","$3,156","$26,395","$29,551","$295,530","$295,510",Individually owned row houses or townhouses up to 62 years,Three Story,Single Family,Masonry,2,0,Partial and Unfinished,None,Yes,0,1 car attached,21,"1,677",Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1001,1041 102  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,738","$17,858","$19,596","$1,737","$17,858","$19,595","$195,960","$195,950",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1002,1041 105  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,625","$16,706","$18,331","$1,625","$16,706","$18,331","$183,310","$183,310",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1003,1041 201  SUSAN COLLINS LN,OAK PARK,Oak Park,0,0,40,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,2017,N/A,N/A,N/A,2016,N/A,N/A,N/A,2015,N/A,N/A,N/A,,,,
0,16-07-323-055-1004,1041 202  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,233","$12,674","$13,907","$1,233","$12,673","$13,906","$139,070","$139,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1005,1041 203  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-055-1006,1041 204  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,317","$13,538","$14,855","$1,317","$13,537","$14,854","$148,550","$148,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $263.14,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,"Yes | $1,219.10",Yes | $975.28,Yes | $243.82
0,16-07-323-055-1007,1041 205  SUSAN COLLINS LN,OAK PARK,Oak Park,299,"18,683",40,27001,"$1,233","$12,674","$13,907","$1,233","$12,673","$13,906","$139,070","$139,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,18,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-055-1008,1041 301  SUSAN COLLINS LN,OAK PARK,Oak Park,0,0,40,27001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Exempt,**,**,Assessor Valuation,,,,,,,,,,,2017,Yes,N/A,N/A,2016,N/A,N/A,N/A,2015,N/A,N/A,N/A,,,,
