taxbill2020,taxbill2019,taxbill2018,taxbill2017,taxbill2016,homeownerexemption,seniorfreezeexemption,seniorcitizenexemption,taxbeforeexemptions,taxafterexemptions,estimatedvalue,assessedvalue,lotsize,buildingsize,class,taxcode,address,city,zip,township,pin
"$9,721.49","$9,741.05","$9,372.54","$9,199.69","$7,903.65","1,132.50",0.00,0.0,"11,420.24","9,721.49","$312,840","31,284","4,658","1,010",2-03,27001,1218  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-104-013-0000
"$13,201.21","$14,682.82","$14,130.30","$13,842.27","$12,814.95","1,132.50",0.00,0.0,"14,333.71","13,201.21","$392,660","39,266","4,658","2,344",2-06,27001,1214  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-104-014-0000
"$10,055.24","$10,346.01","$9,955.97","$9,759.38","$9,129.53","1,132.50",0.00,0.0,"11,187.74","10,055.24","$306,490","30,649","4,613","1,227",2-03,27001,1212  HAYES AVE,OAK PARK,60302,OAK PARK,16-05-104-015-0000
"$8,814.02","$6,654.81","$7,738.84","$8,566.37","$7,348.14","1,132.50",0.00,0.0,"9,946.52","8,814.02","$272,480","27,248","4,528","1,016",2-03,27001,1231 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-016-0000
"$10,986.84","$10,449.16","$10,055.30","$9,856.55","$9,216.40","1,132.50",0.00,0.0,"12,119.34","10,986.84","$331,990","33,199","4,658","1,245",2-03,27001,1229 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-017-0000
"$9,620.36","$8,039.85","$7,736.18","$9,019.02","$10,100.71","1,132.50",0.00,0.0,"10,752.86","9,620.36","$294,570","29,457","4,658","1,213",2-03,27001,1227 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-018-0000
"$12,710.61","$14,959.51","$14,396.45","$14,102.67","$13,156.67","1,132.50",0.00,0.0,"13,843.11","12,710.61","$379,210","37,921","4,658","1,635",2-05,27001,1225 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-019-0000
"$10,440.74","$9,247.66","$8,901.01","$8,705.96","$6,088.80",0.00,0.00,0.0,"10,440.74","10,440.74","$353,660","35,366","4,658",828,2-02,27001,1221 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-020-0000
"$10,859.77","$10,210.49","$15,062.47","$14,732.34","$11,270.74","1,132.50",0.00,0.0,"11,992.27","10,859.77","$403,520","40,352","4,658","1,203",2-03,27001,1219 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-021-0000
"$11,147.88","$1,085.45","$1,046.60","$1,125.31","$2,046.02",0.00,0.00,0.0,"11,147.88","11,147.88","$305,390","30,539","4,658","1,226",2-03,27001,1215 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-022-0000
"$13,784.90","$8,167.21","$7,858.85","$8,927.35","$7,532.06","1,132.50",0.00,0.0,"14,917.40","13,784.90","$408,650","40,865","4,613","2,209",2-04,27001,1213 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-104-023-0000
"$15,670.06","$13,938.53","$13,413.80","$14,295.53","$12,923.35","1,132.50",0.00,0.0,"16,802.56","15,670.06","$460,290","46,029","6,791","2,754",2-06,27001,122  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-024-0000
"$12,343.80","$11,098.85","$10,678.82","$10,483.89","$11,215.61","1,132.50",0.00,906.0,"14,382.30","12,343.80","$393,990","39,399","6,250","1,789",2-03,27001,118  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-025-0000
"$11,128.40","$9,703.02","$9,337.02","$9,154.10","$9,547.64","1,132.50",0.00,0.0,"12,260.90","11,128.40","$335,880","33,588","5,000","1,452",2-03,27001,114  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-026-0000
"$13,848.21","$13,203.58","$12,708.71","$14,028.67","$13,083.87",0.00,0.00,0.0,"13,848.21","13,848.21","$379,360","37,936","4,375","2,180",2-04,27001,110  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-027-0000
"$14,252.17","$14,280.34","$13,742.87","$14,418.66","$11,562.50","1,132.50",0.00,0.0,"15,384.67","14,252.17","$421,460","42,146","4,375","2,576",2-04,27001,108  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-028-0000
"$12,659.54","$4,009.86","$3,866.31","$3,715.45","$5,237.37",0.00,0.00,0.0,"12,659.54","12,659.54","$346,800","34,680","4,375","1,568",2-03,27001,104  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-029-0000
"$14,312.76","$14,179.43","$13,645.70","$13,368.41","$12,934.55","1,132.50",0.00,0.0,"15,445.26","14,312.76","$423,100","42,310","5,000","2,349",2-06,27001,102  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-104-030-0000
"$70,584.99","$51,793.85","$49,852.43","$48,759.73","$54,335.27",0.00,0.00,0.0,"70,584.99","70,584.99",,"193,360","15,625",,5-23,27001,6115  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-104-031-0000
"$8,874.38","$7,268.06","$6,995.57","$6,842.20","$10,528.58",0.00,0.00,0.0,"8,874.38","8,874.38","$243,120","24,312","3,125","2,245",2-12,27001,6051  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-001-0000
"$6,317.20","$6,961.89","$6,700.87","$6,554.00","$5,075.27",0.00,0.00,0.0,"6,317.20","6,317.20",,"18,249","3,125",,3-91,27001,6037  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-007-0000
"$12,634.06","$13,194.76","$12,700.21","$12,421.78","$10,569.21",0.00,0.00,0.0,"12,634.06","12,634.06",,"25,168","6,250",,3-91,27001,6033  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-008-0000
"$12,990.68","$12,539.81","$12,069.84","$11,805.28","$10,516.95",0.00,0.00,0.0,"12,990.68","12,990.68",,"25,559","6,427",,3-91,27001,6033  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-009-0000
"$12,910.27","$13,902.87","$13,379.54","$13,107.89","$12,629.87","1,132.50",0.00,0.0,"14,042.77","12,910.27","$384,690","38,469","4,478","2,277",2-06,27001,1230 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-010-0000
"$9,141.88","$7,764.47","$7,469.52","$9,559.57","$8,209.19","1,132.50",0.00,906.0,"11,180.38","9,141.88","$306,280","30,628","4,658","1,482",2-03,27001,1228 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-011-0000
"$11,514.69","$10,701.11","$10,295.96","$11,475.63","$10,780.56","1,132.50",0.00,906.0,"13,553.19","11,514.69","$371,280","37,128","4,658","2,283",2-06,27001,1226 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-012-0000
"$10,087.29","$8,270.36","$7,958.18","$7,805.41","$8,815.52","1,132.50",0.00,0.0,"11,219.79","10,087.29","$311,980","31,198","4,658","1,140",2-03,27001,1224 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-013-0000
"$12,068.49","$13,480.66","$9,098.02","$8,743.02","$11,158.61","1,132.50",0.00,906.0,"14,106.99","12,068.49","$386,450","38,645","4,658","1,899",2-05,27001,1220 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-014-0000
"$11,248.22","$11,290.42","$10,863.15","$10,664.08","$9,972.06","1,132.50",0.00,906.0,"13,286.72","11,248.22","$363,980","36,398","4,658","1,591",2-03,27001,1218 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-015-0000
"$12,620.81","$12,564.28","$12,091.15","$13,066.92","$10,805.40","1,132.50",0.00,0.0,"13,753.31","12,620.81","$376,760","37,676","4,658","1,890",2-04,27001,1216 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-016-0000
"$12,675.85","$11,595.92","$13,737.29","$13,457.89","$11,697.32","1,132.50",0.00,0.0,"13,808.35","12,675.85","$378,270","37,827","4,556","1,706",2-05,27001,1212 N TAYLOR AVE,OAK PARK,60302,OAK PARK,16-05-105-017-0000
"$12,835.19","$12,249.82","$11,759.16","$11,523.06","$10,379.25",0.00,0.00,0.0,"12,835.19","12,835.19","$351,610","35,161","4,478","1,644",2-05,27001,1233 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-018-0000
"$10,310.39","$9,464.36","$9,107.28","$8,929.42","$9,478.00","1,132.50",0.00,0.0,"11,442.89","10,310.39","$315,990","31,599","4,658","1,023",2-03,27001,1229 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-019-0000
"$10,112.21","$11,316.99","$10,890.55","$10,673.59","$10,907.63","1,132.50",0.00,906.0,"12,150.71","10,112.21","$332,860","33,286","4,658","1,552",2-05,27001,1227 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-020-0000
"$11,196.12","$13,361.85","$12,858.78","$12,598.67","$8,988.97",0.00,0.00,0.0,"11,196.12","11,196.12","$306,700","30,670","4,658","1,567",2-03,27001,1223 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-021-0000
"$12,083.10","$6,291.15","$6,065.94","$5,829.25","$7,726.90","1,132.50",0.00,0.0,"13,215.60","12,083.10","$362,030","36,203","4,658","2,037",2-04,27001,1221 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-022-0000
"$14,241.19","$13,211.08","$17,222.51","$16,866.74","$13,082.72","1,132.50",0.00,0.0,"15,373.69","14,241.19","$421,140","42,114","4,658","2,247",2-06,27001,1219 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-023-0000
"$10,247.20","$9,603.56","$9,241.37","$9,060.47","$8,012.19","1,132.50",0.00,0.0,"11,379.70","10,247.20","$311,730","31,173","4,658","1,100",2-03,27001,1215 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-024-0000
"$5,426.03","$6,303.78","$6,078.12","$5,840.95","$7,740.68","1,132.50","5,052.88",906.0,"12,743.91","5,426.03","$349,110","34,911","4,556","1,520",2-03,27001,1213 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-105-025-0000
"$15,186.49","$13,716.57","$13,824.57","$13,521.65","$13,769.32",0.00,0.00,0.0,"15,186.49","15,186.49","$416,020","41,602","4,902","2,300",2-06,27001,52  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-026-0000
"$11,999.06","$12,860.44","$12,376.21","$12,126.63","$11,323.87","1,132.50",0.00,0.0,"13,131.56","11,999.06","$359,730","35,973","4,375","1,799",2-03,27001,48  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-027-0000
"$9,946.41","$8,582.05","$8,256.43","$8,114.45","$8,093.60","1,132.50",0.00,906.0,"11,984.91","9,946.41","$328,330","32,833","4,375","1,498",2-03,27001,46  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-028-0000
"$11,660.56","$7,697.11","$7,421.56","$7,132.10","$9,979.10","1,132.50",226.50,906.0,"13,925.56","11,660.56","$381,490","38,149","4,375","2,201",2-04,27001,42  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-029-0000
"$10,572.68","$10,314.96","$9,925.65","$11,214.99","$10,588.88","1,132.50",0.00,0.0,"11,931.68","10,572.68","$326,860","32,686","4,375","1,539",2-03,27001,40  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-030-0000
"$11,920.92","$11,023.07","$11,420.44","$11,191.83","$10,773.24","1,132.50",0.00,0.0,"13,053.42","11,920.92","$357,600","35,760","4,375","1,897",2-04,27001,38  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-031-0000
"$14,566.55","$15,800.64","$15,208.36","$7,064.44","$9,732.14",0.00,0.00,0.0,"14,566.55","14,566.55","$399,050","39,905","4,375","2,081",2-04,27001,34  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-032-0000
"$13,574.71","$15,572.76","$14,984.96","$14,695.64","$12,407.47","1,132.50",0.00,906.0,"15,613.21","13,574.71","$427,700","42,770","5,000","2,861",2-04,27001,30  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-105-033-0000
"$11,742.44","$11,331.20","$10,904.25","$10,686.87","$11,422.36","1,132.50",0.00,0.0,"12,874.94","11,742.44","$352,690","35,269","3,625","2,900",2-12,27001,6043  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-034-0000
"$15,660.66","$15,192.91","$14,623.41","$14,302.85","$16,602.44",0.00,0.00,0.0,"15,660.66","15,660.66",,"42,900","2,625",,5-17,27001,6039 W NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-035-0000
"$24,518.63","$23,927.98","$23,031.05","$22,526.29","$26,260.49",0.00,0.00,0.0,"24,518.63","24,518.63",,"67,166","6,250",,5-17,27001,6045 W NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-037-0000
"$13,802.23","$16,325.07","$15,713.13","$14,816.82","$21,734.14",0.00,0.00,0.0,"13,802.23","13,802.23","$378,100","37,810","3,125","4,500",2-12,27001,6049 W NORTH AVE,OAK PARK,60302,OAK PARK,16-05-105-038-0000
"$9,823.42","$8,319.83","$8,005.75","$8,540.41","$8,880.28","1,132.50",0.00,0.0,"10,955.92","9,823.42","$300,130","30,013","4,528","1,244",2-05,27001,1230 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-011-0000
"$12,401.33","$13,613.15","$13,100.71","$12,835.29","$12,229.00","1,132.50",0.00,0.0,"13,533.83","12,401.33","$370,740","37,074","4,658","1,592",2-03,27001,1228 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-012-0000
"$10,571.32","$9,235.29","$8,886.92","$8,713.76","$8,818.83","1,132.50",0.00,0.0,"11,703.82","10,571.32","$320,610","32,061","4,658","1,141",2-03,27001,1226 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-013-0000
"$10,054.79","$8,384.30","$8,067.79","$8,598.56","$7,348.14","1,132.50",0.00,0.0,"11,187.29","10,054.79","$306,460","30,646","4,658","1,417",2-03,27001,1224 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-014-0000
"$10,983.55","$9,695.26","$9,329.66","$9,146.79","$10,767.64","1,132.50",0.00,0.0,"12,116.05","10,983.55","$331,910","33,191","4,658","1,653",2-03,27001,1220 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-015-0000
"$6,765.10","$7,859.47","$7,578.11","$7,282.42","$9,438.37","1,132.50","5,128.19",906.0,"13,931.79","6,765.10","$381,650","38,165","4,658","1,815",2-04,27001,1218 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-016-0000
"$14,603.93","$15,501.18","$17,804.93","$17,436.30","$12,316.72","1,132.50",0.00,0.0,"15,830.42","14,603.93","$433,650","43,365","4,658","2,373",2-04,27001,1216 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-017-0000
"$6,481.98","$7,530.54","$7,260.96","$6,977.64","$9,079.42","1,132.50","5,223.66",906.0,"13,744.13","6,481.98","$376,510","37,651","4,608","1,740",2-03,27001,1214 N HUMPHREY AVE,OAK PARK,60302,OAK PARK,16-05-106-018-0000
"$38,525.95","$29,470.36","$28,365.64","$27,743.91","$27,268.28",0.00,0.00,0.0,"38,525.95","38,525.95",,"105,537","9,186",,3-15,27001,1530 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-019-0000
"$14,661.46","$16,559.79","$7,363.21","$7,319.72","$9,195.29",0.00,0.00,0.0,"14,661.46","14,661.46","$401,640","40,164","4,658","2,075",2-04,27001,1526 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-020-0000
"$1,912.91","$1,831.59","$1,762.97","$1,724.30","$1,593.45",0.00,0.00,0.0,"1,912.91","1,912.91","$52,400","5,240","4,658",,2-41,27001,1524 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-021-0000
"$11,222.28","$13,409.48","$12,904.58","$12,643.41","$10,617.02","1,132.50",0.00,0.0,"12,354.78","11,222.28","$338,440","33,844","4,658","3,080",2-11,27001,1522 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-022-0000
"$12,352.97","$14,435.47","$13,894.47","$14,995.54","$12,295.90",0.00,0.00,0.0,"12,352.97","12,352.97","$338,400","33,840","4,658","3,366",2-11,27001,1520 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-023-0000
"$10,535.99","$9,806.70","$9,435.21","$10,463.66","$11,211.59","1,132.50",0.00,906.0,"12,574.49","10,535.99","$344,460","34,446","4,658","1,507",2-05,27001,1516 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-024-0000
"$10,333.38","$12,108.52","$11,652.34","$11,418.70","$10,540.93","1,132.50",0.00,0.0,"11,465.88","10,333.38","$314,100","31,410","4,608","2,950",2-11,27001,1514 N AUSTIN BLVD,OAK PARK,60302,OAK PARK,16-05-106-025-0000
"$5,147.55","$5,980.25","$5,766.17","$5,541.18","$7,387.62","1,132.50","5,216.18",906.0,"12,402.23","5,147.55","$339,760","33,976","4,903","1,518",2-03,27001,24  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-026-0000
"$14,437.56","$13,106.35","$12,612.93","$13,577.24","$13,405.06","1,132.50",0.00,0.0,"15,570.06","14,437.56","$426,540","42,654","4,375","1,809",2-05,27001,22  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-027-0000
"$13,024.54","$13,548.82","$13,038.67","$12,774.58","$12,264.89","1,132.50",0.00,0.0,"14,157.04","13,024.54","$387,830","38,783","8,750","1,783",2-03,27001,12  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-028-0000
"$15,107.21","$12,987.01","$11,863.69","$11,940.96","$10,829.67",0.00,0.00,0.0,"15,107.21","15,107.21","$413,860","41,386","4,375","2,144",2-04,27001,10  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-029-0000
"$12,719.33","$12,741.90","$12,262.03","$12,014.96","$5,519.45","1,132.50",0.00,0.0,"13,851.83","12,719.33","$379,460","37,946","4,375","2,386",2-06,27001,8  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-030-0000
"$13,172.11","$13,203.97","$12,709.09","$11,211.33","$10,878.63",0.00,0.00,0.0,"13,172.11","13,172.11","$360,850","36,085","4,375","1,213",2-03,27001,6  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-031-0000
"$122,200.49","$75,020.56","$72,208.33","$70,625.63","$75,464.79",0.00,0.00,0.0,"122,200.49","122,200.49",,"334,751","36,156",,5-28,27001,6011  NORTH AVE,OAK PARK,60302,OAK PARK,16-05-106-033-0000
"$1,355.26",$858.89,"$2,001.72","$1,979.57","$2,074.30","1,132.50",0.00,0.0,"2,487.76","1,355.26","$68,160","6,816","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1001
"$2,483.80","$2,171.17","$2,089.76","$2,554.99","$3,075.34",0.00,0.00,0.0,"2,483.80","2,483.80","$68,060","6,806","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1002
"$3,028.87","$2,647.19","$3,981.50","$3,894.29","$3,561.93",0.00,0.00,0.0,"3,028.87","3,028.87","$82,980","8,298","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1003
"$3,026.27","$2,644.95","$3,977.82","$3,890.64","$3,380.88",0.00,0.00,0.0,"3,026.27","3,026.27","$82,920","8,292","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1004
$988.45,$277.88,"$1,442.14","$2,116.85","$2,311.21","1,132.50",0.00,906.0,"3,026.95",988.45,"$82,940","8,294","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1005
"$3,029.21","$2,647.19","$3,981.88","$3,894.66","$3,562.36",0.00,0.00,0.0,"3,029.21","3,029.21","$82,980","8,298","5,000",,2-99,27001,2  LE MOYNE PKY,OAK PARK,60302,OAK PARK,16-05-106-034-1006
"$19,597.01","$20,408.74","$19,643.64","$19,213.14","$22,277.01",0.00,0.00,0.0,"19,597.01","19,597.01","$536,850","53,685","5,735","2,470",2-06,27001,1140  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-001-0000
"$10,646.97","$13,158.71","$12,661.52","$12,422.99","$12,874.68","1,132.50",0.00,906.0,"12,685.47","10,646.97","$347,500","34,750","5,440","1,730",2-05,27001,1136  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-002-0000
"$11,160.22","$9,402.78","$9,046.26","$10,938.25","$12,298.34","1,132.50",0.00,906.0,"13,198.72","11,160.22","$361,560","36,156","5,440","1,804",2-04,27001,1132  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-003-0000
"$17,330.99","$17,026.21","$16,385.75","$18,321.98","$17,836.37","1,132.50",0.00,0.0,"18,463.49","17,330.99","$505,790","50,579","5,440","2,323",2-06,27001,1130  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-004-0000
"$13,177.43","$13,375.27","$12,871.72","$13,162.14","$13,496.38","1,132.50",0.00,0.0,"14,309.93","13,177.43","$392,000","39,200","5,440","1,753",2-03,27001,1126  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-005-0000
"$11,195.33","$9,402.78","$11,265.68","$11,911.22","$13,135.56","1,132.50",0.00,906.0,"13,233.83","11,195.33","$362,530","36,253","5,440","1,804",2-04,27001,1122  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-006-0000
"$14,779.35","$16,118.90","$15,512.44","$15,194.13","$15,312.09","1,132.50",0.00,0.0,"15,911.85","14,779.35","$435,890","43,589","5,440","1,804",2-04,27001,1120  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-007-0000
"$13,812.31","$16,697.81","$16,069.74","$15,739.19","$16,014.34","1,132.50",0.00,0.0,"14,944.81","13,812.31","$409,400","40,940","6,800","2,050",2-05,27001,1116  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-008-0000
"$18,787.16","$17,871.02","$17,198.92","$18,287.96","$17,754.67","1,132.50",0.00,0.0,"19,919.66","18,787.16","$545,680","54,568","6,800","2,325",2-06,27001,1112  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-009-0000
"$25,302.65","$28,993.29","$27,904.25","$28,533.40","$26,261.21","1,132.50",0.00,0.0,"26,435.15","25,302.65","$724,160","72,416","6,800","3,161",2-78,27001,1110  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-010-0000
"$11,233.72","$11,849.98","$11,405.86","$11,155.86","$10,540.64",0.00,0.00,0.0,"11,233.72","11,233.72","$307,740","30,774","6,800","1,160",2-03,27001,1106  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-011-0000
"$9,184.91","$9,283.97","$8,933.73","$8,759.60","$9,463.50","1,132.50",0.00,0.0,"10,317.41","9,184.91","$282,650","28,265","5,316","1,163",2-03,27001,1100  EDMER AVE,OAK PARK,60302,OAK PARK,16-05-107-012-0000
"$16,372.78","$13,362.91","$12,858.02","$19,161.08","$16,936.84","1,132.50",0.00,906.0,"18,411.28","16,372.78","$504,360","50,436","6,403","2,048",2-04,27001,1141 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-013-0000
"$19,354.43","$27,209.33","$26,187.08","$25,634.87","$29,804.62","1,132.50",0.00,0.0,"20,486.93","19,354.43","$561,220","56,122","9,000","3,048",2-04,27001,1131 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-015-0000
"$18,295.08","$14,936.48","$15,717.07","$15,394.19","$18,473.15","1,132.50",0.00,0.0,"19,427.58","18,295.08","$532,200","53,220","6,000","2,231",2-04,27001,1127 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-016-0000
"$9,669.06","$9,525.93","$9,164.87","$9,003.05","$10,181.26","1,132.50",0.00,906.0,"11,707.56","9,669.06","$320,720","32,072","6,000","1,289",2-03,27001,1123 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-017-0000
"$18,622.94","$18,492.95","$19,096.62","$22,293.19","$22,925.42","1,132.50",0.00,0.0,"19,755.44","18,622.94","$552,350","55,235","6,000","3,037",2-04,27001,1119 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-018-0000
"$11,014.24","$13,122.00","$12,626.12","$13,363.65","$15,779.30","1,132.50",0.00,906.0,"13,052.74","11,014.24","$357,570","35,757","6,750","1,696",2-05,27001,1111 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-021-0000
"$12,532.47","$13,202.26","$12,705.16","$14,574.71","$13,384.96","1,132.50",0.00,0.0,"13,664.97","12,532.47","$374,340","37,434","6,603","1,626",2-03,27001,1107 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-022-0000
"$14,919.89","$15,978.52","$15,377.33","$15,061.98","$16,849.11","1,132.50",0.00,0.0,"16,052.39","14,919.89","$439,740","43,974","8,250","1,632",2-03,27001,1101 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-023-0000
"$1,451.07","$1,381.22","$1,329.37","$1,300.29","$1,207.51",0.00,0.00,0.0,"1,451.07","1,451.07","$39,750","3,975","3,000",,2-41,27001,1117 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-024-0000
"$10,871.77","$12,630.46","$12,178.31","$11,703.12","$14,644.87","1,132.50","4,236.12",906.0,"17,146.39","10,871.77","$469,710","46,971","10,500","1,793",2-03,27001,1115 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-107-025-0000
"$14,286.49","$15,406.85","$3,429.53","$15,742.85","$12,282.55","1,132.50",0.00,0.0,"15,418.99","14,286.49","$422,390","42,239","5,343","2,468",2-04,27001,1138 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-108-001-0000
"$13,896.68","$12,002.08","$12,093.56","$11,867.57","$12,136.53","1,132.50",0.00,906.0,"15,935.18","13,896.68","$436,520","43,652","5,000","2,399",2-06,27001,1134 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-108-002-0000
"$10,954.45","$7,080.44","$6,811.11","$8,778.37","$8,729.95",0.00,0.00,0.0,"10,954.45","10,954.45","$300,090","30,009","5,000","1,100",2-03,27001,1132 N RIDGELAND AVE,OAK PARK,60302,OAK PARK,16-05-108-003-0000
